task,language,origin_query,category_path,label
QC,ja,パロディー 靴下,"underwear,women's socks & hosiery,socks",1
QC,fr,kamei,"home & garden,pet products,dog supplies,pet hair trimmer",0
QC,fr,toise point de croix bébé,"home & garden,arts,crafts & sewing,needle arts & craft,diamond painting cross stitch",1
QC,it,kigurumi squalo,"home & garden,home textile,blanket",1
QC,en,muslim women clothing,"women's clothing,muslim fashion,women's tops",1
QC,pl,kz bluetooth,"consumer electronics,portable audio & video,earphones & headphones",1
QC,ko,포두부,"home appliances,kitchen appliances,food processors",0
QC,ko,수족관 조명 led,"automobiles, parts & accessories,car lights,signal lamp assembly,welcome pedal lights",0
QC,es,bolsas reutilizables de comida para bebés,"mother & kids,feeding,solid feeding,baby food storage",1
QC,pl,zabawka erotyczna dla kobiet,"beauty & health,sex products,sm products,sex delay product",0
QC,en,unike watch,"watches,couple watches",0
QC,es,bricos,"jewelry & accessories,fashion jewelry,earrings,clip earrings",1
QC,de,galaxy @21,"phones & telecommunications,mobile phones",1
QC,pt,case gpu externa,"computer & office,computer peripherals,computer cables & connecting,pc hardware cables & adapters",0
QC,pl,silikonowe skarpetki nawilżające,"beauty & health,health care,personal health care,anti cracking socks (foot protection)",1
QC,de,TRF offizieller Shop,"women's clothing,matching sets,short sets",1
QC,de,Atmosphärenlampe,"lights & lighting,night lights",1
QC,es,pendientes colgantes,"jewelry & accessories,fashion jewelry,earrings,dangle earrings",1
QC,ja,コラージュ　女の子,"office & school supplies,paper & printable media,cards & card stock",1
QC,ja,ハンドメイド クリップ,"apparel accessories,new headwear,hair grips",1
QC,pl,Heartstopper,"men's clothing,hoodies & sweatshirts",1
QC,ar,جبنة ماعز,"home & garden,pet products,dog supplies,dog treats & vitamins",1
QC,ar,حصالات,"office & school supplies,notebooks & writing pads,notebook",0
QC,ko,충전식전지가위,"tools,power tools,electric scissors",1
QC,es,shiseido,"beauty & health,skin care,face care,masks",1
QC,de,jely,"jewelry & accessories,fine jewelry,key chains",0
QC,ar,موزع صابون دمية,"home & garden,household merchandises,bathroom products,portable soap dispensers",1
QC,ko,xbox 하우징,"consumer electronics,games & accessories,accessories",1
QC,en,hanger for pants,"home & garden,home storage & organization,laundry storage & organization,drying racks",0
QC,ja,ノート e13,"automobiles, parts & accessories,interior accessories,interior mouldings",1
QC,pt,linha de pesca,"sports & entertainment,fishing,fishing lines",1
QC,pt,capa pra bamco de carro,"automobiles, parts & accessories,interior accessories,seat accessories,custom fit seat cover",1
QC,ar,p90,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",1
QC,ja,チャーム うさぎ,"jewelry & accessories,jewelry making,charms",1
QC,pt,jaquetas em couro legítimo masculino,"sports & entertainment,fishing,fishing apparel,fishing jackets",1
QC,de,Katzensofa,"virtual products,giftcard,virtual card to us",0
QC,en,sexx,"beauty & health,sex products,safer sex,condoms",1
QC,es,bocinas bluetooth,"phones & telecommunications,mobile phone parts,receiver speakers",0
QC,pl,lego friends,"toys & hobbies,building & construction toys,model building,architecture/diy house/mininatures",1
QC,ko,슈퍼메테오650,"motorcycle equipments & parts,motorcycle parts,electrical & ignition,stators, magnetos & parts",1
QC,pt,câmera carro veicular,"automobiles, parts & accessories,car electronics,car dvr,car multi-angle camera",1
QC,it,prevenzione erbacce,"home & garden,garden supplies,plant support & care,grafting film",0
QC,fr,taser electrique defense,"toys & hobbies,action & toy figures,action figures",0
QC,en,swaet pants,"men's clothing,pants,sweatpants",1
QC,es,lampara uv,"lights & lighting,professional light,uv gel curing light",1
QC,ko,케로케로케로피,"jewelry & accessories,fine jewelry,bangles",1
QC,ko,rc새,"toys & hobbies,remote control toys,rc motorcycles",0
QC,pt,smartphone promoção,"computer & office,office electronics,telephones & accessories,telephones",0
QC,de,Nanmu Dinosaurier,"toys & hobbies,action & toy figures,animal/dinosaur figures",1
QC,pt,jet dry,"home & garden,home textile,towel/bathrobe,towel/towel set",0
QC,en,killing floor,"men's clothing,tops & tees,tailor-made t-shirts",1
QC,es,inflador electrico,"automobiles, parts & accessories,wear parts,wheels tires & parts,valve stems & caps",0
QC,ja,ナビゲーション オートバイ,"motorcycle equipments & parts,motorcycle accessories,electronics & navigation,intercoms",0
QC,de,Tintenfischangeln,"sports & entertainment,fishing,fishing bags",1
QC,fr,sac loewe,"luggage & bags,men's bags,top-handle bags",1
QC,ja,ベビー服 ディズニー,"mother & kids,baby clothing,hoodies & sweatshirts",1
QC,de,Scania,"automobiles, parts & accessories,engines & engine parts,engines & components,engine",0
QC,de,Merrell Wanderstiefel,"virtual products,giftcard,virtual card to us",0
QC,fr,support telephone voiture tableau de bord,"automobiles, parts & accessories,interior accessories,mounts & holder,universal car bracket",1
QC,es,chichonera,"mother & kids,baby furniture,cradle",0
QC,es,foto para habitacion messi,"home & garden,home decor,painting & calligraphy arts,painting & calligraphy",1
QC,pt,ir zigbee,"security & protection,building automation,pir motion sensor",1
QC,it,qcy h3,"phones & telecommunications,mobile phones",0
QC,it,piscina fuori terra,"toys & hobbies,pools & water fun,swimming pool",1
QC,pt,kastking loja oficial,"sports & entertainment,fishing,fishing apparel,fishing arm sleeve",1
QC,pt,dji t40 parts,"consumer electronics,camera & photo,camera drones & accessories,antenna",1
QC,es,pulser muj mod 2020,"jewelry & accessories,customized jewelry,customized bracelets",1
QC,de,Mistborn,"apparel accessories,hats & caps,bucket hats",1
QC,ja,スイムウェア キッズ 女の子,"sports shoes,clothing&accessories,sportswear & accessories,children sportswear & accessories,children two-piece suits",1
QC,fr,chevrolet spark,"automobiles, parts & accessories,car lights,car light accessories",1
QC,ar,تعليقات الماصة,"jewelry & accessories,fine jewelry,charms",1
QC,ja,キーホルダー　フォト,"jewelry & accessories,customized jewelry,customized key chains",1
QC,fr,rmz 250 suzuki,"motorcycle equipments & parts,motorcycle parts,brakes & suspension,brake cylinders",1
QC,ar,سامسونج فولد 6,"phones & telecommunications accessories,mobile phone accessories,screen protectors",0
QC,fr,baskets femme blanche,"sports shoes,clothing&accessories,sneakers,basketball shoes",1
QC,en,samsung galaxy s10 lcd screen replacement,"computer & office,computer peripherals,mice & keyboards,mouse",0
QC,de,Dreame V10,"tools,power tools,vacuum cleaner parts & accessories",0
QC,es,medidor de peso,"home & garden,household merchandises,bathroom products,bathroom scales",1
QC,ar,ليان لي,"computer & office,computer components,pc fans & cooling,aio cpu liquid cooling",1
QC,en,moule silicone 3d,"home & garden,arts,crafts & sewing,candle making,candle molds",1
QC,fr,perruque malesienne boucler,"hair extensions & wigs,human wigs( for black),lace closure & frontal wigs",1
QC,ko,모나리자,"mother & kids,children's clothing,t-shirts",1
QC,it,The Division,"luggage & bags,travel bags,travel tote",1
QC,es,navidad decoracion 2023 novedades,"lights & lighting,indoor lighting,table lamps",1
QC,es,numeros de casa exterior,"motorcycle equipments & parts,ornamental & cleaning,motorcycle ornamental,motorcycle stickers",0
QC,ja,ジムウェア ショートパンツ,"sports shoes,clothing&accessories,sportswear & accessories,breathable sweatpants,breathable shorts",1
QC,ja,obd2 マルチメーター,"automobiles, parts & accessories,car electronics,car electronics accessories,head-up display",1
QC,es,pornos xexual,"novelty & special use,exotic apparel,exotic accessories",1
QC,pl,Topy Y2K z okrągłym dekoltem męskie damskie Harajuku Gotyckie Oko,"women's clothing,shirts & blouses,women blouse",1
QC,en,ninebot f2,"consumer electronics,camera & photo,camera drones & accessories,prop protector",0
QC,ja,ショウエイ　ヘルメット,"motorcycle equipments & parts,motorcycle accessories,electronics & navigation,helmet headset",0
QC,ja,ピカチュウ,"home & garden,festive & party supplies,event & party,ballons & accessories",1
QC,en,vercase shoes,"shoes,women's shoes,flats",1
QC,pt,karseell colageno para cabelo,"beauty & health,hair care & styling,hair growth products,hair regrowth shampoos",0
QC,pt,kung fu uniform,"sports shoes,clothing&accessories,sportswear & accessories,martial arts,martial arts pants",1
QC,de,Lenkradbezug schwarz,"automobiles, parts & accessories,exterior accessories,car stickers",0
QC,es,maquillaje para mujer,"luggage & bags,special purpose bags,cosmetic bags & cases",0
QC,es,pantalon moto mujer con protecciones,"motorcycle equipments & parts,motorcycle equipments,motorcycle street gear,pants",1
QC,ko,전동 미니 펌프,"sports & entertainment,camping & hiking,outdoor tools",1
QC,ja,すぬーぴー ポーチ,"luggage & bags,women's handbags,mini bags",1
QC,en,pen rod,"toys & hobbies,remote control toys,parts & accs",0
QC,fr,accesoire vtt,"sports & entertainment,cycling,bicycle parts,bicycle fenders",1
QC,es,moldes para paletas,"home & garden,kitchen,dining & bar,bakeware,cake tools",1
QC,ko,파충류용품,"home & garden,pet products,reptiles & amphibians,cleaning",1
QC,ar,ديابليتوس,"jewelry & accessories,fashion jewelry,necklace",0
QC,es,red bag luxury designer,"luggage & bags,men's bags,top-handle bags",1
QC,es,bolsos para mujeres,"luggage & bags,women's handbags,chest bags",1
QC,ar,هواوي GT3,"watches,watches accessories,watch charger",0
QC,it,giacca perfecto da donna,"beauty & health,makeup,eyes,eyebrow enhancers",0
QC,de,Dubai Schmuck,"jewelry & accessories,fashion jewelry,anklets",1
QC,ar,دراجة نارية ترابية,"motorcycle equipments & parts,motorcycle equipments,motorcycle street gear,jackets",0
QC,ko,코하루,"apparel accessories,mask",1
QC,fr,chifuyu,"jewelry & accessories,fashion jewelry,necklace",1
QC,pt,bolsas couro genuíno,"luggage & bags,women's handbags,waist packs",1
QC,en,dickes pants men,"men's clothing,pants,casual pants",1
QC,pl,gaz pieprzowy Mace,"home & garden,home storage & organization,storage bottles & jars",0
QC,en,cp company,"men's clothing,tops & tees,polo shirts",1
QC,en,suron bike 2023,"motorcycle equipments & parts,motorcycle parts,wheels, tires & tubes,wheels & rims",1
QC,ar,فساتين نسائية,"women's clothing,ready-to-wear dresses",1
QC,pt,spiderman batamanta,"mother & kids,children's clothing,hoodies & sweatshirts",1
QC,en,nikon coolplix camera,"consumer electronics,camera & photo,sports & action video cameras",0
QC,ko,가슴 마우스패드,"computer & office,computer peripherals,mice & keyboards,mouse pads",1
QC,ko,오비츠 11 옷,"men's clothing,pants,casual pants",0
QC,it,serrature,"security & protection,access control,electric lock,fingerprint lock",1
QC,ko,카드정리,"office & school supplies,desk accessories & organizer,business card holders",1
QC,ja,車　モニタ,"automobiles, parts & accessories,car electronics,car video players,car monitors",1
QC,en,ngc,"consumer electronics,games & accessories,video game consoles",1
QC,de,Sommer T-Shirt im Retro Baseball-Stil mit Streifen,"sports shoes,clothing&accessories,sportswear & accessories,soccer,soccer jerseys",1
QC,ko,벡터3,"beauty & health,shaving & hair removal,razors & shaving accessories,razor blades",0
QC,ja,ドール　服 10cm,"toys & hobbies,dolls & accessories,dolls accessories",1
QC,pt,bobina para alto falante 65m dupla,"consumer electronics,portable audio & video,speakers",0
QC,pl,zacisk motocyklowy,"motorcycle equipments & parts,motorcycle parts,footrests, pedals & pegs,pedals clamps & mounts",1
QC,it,tessuto batik,"apparel accessories,apparel fabrics & textiles,cotton fabrics",1
QC,it,organizer per frigo,"home & garden,home storage & organization,storage box",1
QC,de,Liegestühle,"furniture,home furniture,living room furniture,living room chairs",1
QC,es,decodificador hd para televisor,"consumer electronics,home audio & video,tv receivers,satellite tv receiver",1
QC,it,thule,"sports & entertainment,cycling,bicycle parts,bicycle saddle",1
QC,ja,ランプ　オレンジ,"lights & lighting,indoor lighting,spotlights",1
QC,ar,ملصقات فلوريس,"automobiles, parts & accessories,exterior accessories,car stickers",1
QC,ar,ناتشورهايك,"sports shoes,clothing&accessories,sportswear & accessories,sports socks",1
QC,fr,foular,"sports & entertainment,camping & hiking,hiking scarves",1
QC,de,Norden,"women's clothing,faux leather",1
QC,ko,bisinna 테이블,"sports & entertainment,camping & hiking,camping furnishings,camping tables",1
QC,it,bokkari stray kids,"home & garden,home textile,tapestry",1
QC,es,autos escarabajos,"automobiles, parts & accessories,interior parts,armrests",1
QC,pl,OBD 2,"automobiles, parts & accessories,car electronics,car dvr,dvr/dash camera",0
QC,es,mochila feminina,"luggage & bags,women's handbags,fashion backpacks",1
QC,ja,jeans2021  store  長袖シャツ,"men's clothing,coats & jackets,jackets",0
QC,ar,حوض زراعة خارجي مرتفع,"home & garden,garden supplies,plant support & care,plant covers",0
QC,ko,캐릭터 벽시계,"home & garden,home decor,clocks,wall clocks",1
QC,pt,teclas keycaps mecânico,"computer & office,computer peripherals,mice & keyboards,keyboards",0
QC,pl,patelnie nieprzywierające,"home & garden,kitchen,dining & bar,bakeware,baking dishes & pans",1
QC,ja,エアソファー,"furniture,outdoor furniture,inflatable seatings",1
QC,it,accessori per telefono,"phones & telecommunications accessories,mobile phone accessories,mobile phone straps",1
QC,ja,プールバッグ,"sports shoes,clothing&accessories,sport bags,gym bags",1
QC,pt,33w,"lights & lighting,led lighting,led strip",1
QC,pt,poderoso telescópio monocular,"sports & entertainment,camping & hiking,astronomical observation,astronomical telescope",1
QC,pt,mildliner,"office & school supplies,pens, pencils & writing supplies,markers,dot markers",1
QC,es,decoracion navideñ 2020,"home & garden,festive & party supplies,artificial decorations,artificial flowers",1
QC,fr,maillot tennis homme,"sports shoes,clothing&accessories,sportswear & accessories,tennis,tennis shirts",1
QC,ko,로지텍 mx master3s 스킨,"computer & office,computer peripherals,mice & keyboards,mouse",0
QC,ko,cl500 혼다,"motorcycle equipments & parts,motorcycle equipments,motorcycle merchandise,for motorcycle fans",1
QC,ko,디지털 타이머,"home & garden,garden supplies,watering & irrigation,garden water timers",1
QC,es,tendedero ropa,"home & garden,household merchandises,laundry products,foldable indoor drying rack",1
QC,de,1:06,"toys & hobbies,action & toy figures,action figures",1
QC,fr,choice dresses for women,"weddings & events,special occasion dresses,cocktail dresses",1
QC,es,144hz,"computer & office,computer peripherals,monitors & accessories,lcd monitors",1
QC,ko,대형 무드등,"lights & lighting,indoor lighting,pendant lights",1
QC,fr,pantalon tissu homme,"sports & entertainment,cycling,cycling equipment,cycling pants",1
QC,fr,kit resine epoxy,"home improvement,hardware,adhesives & sealers,epoxies",0
QC,ja,シリコンモールド 丸,"home & garden,kitchen,dining & bar,bakeware,baking mold",1
QC,pl,inteligentny zamek mi,"security & protection,access control,electric lock,cabinet lock",1
QC,it,batteria rigida 18V,"consumer electronics,accessories & parts,batteries,battery packs",1
QC,ar,لعبة حبار,"toys & hobbies,action & toy figures,action figures",1
QC,en,racoon toy,"toys & hobbies,stuffed animals & plush,movies & tv",1
QC,fr,poudre huda bauty,"beauty & health,makeup,face,powder",1
QC,ko,건강식품,"food,grain products,millet",0
QC,fr,clio 4 accessories extérieur,"automobiles, parts & accessories,exterior accessories,sunshades,windshield sunshades",1
QC,en,kenner l7nonn,"home & garden,kitchen,dining & bar,drinkware,vacuum flasks & thermoses",0
QC,pt,luminaria quarto,"lights & lighting,indoor lighting,table lamps",1
QC,ja,刺繍　ワッペン,"home & garden,arts,crafts & sewing,diy apparel sewing supplies,patches",1
QC,fr,decoration noël,"home & garden,kitchen,dining & bar,teaware,tea napkins",1
QC,es,anime one piece,"women's clothing,plus size clothes,plus size hoodies & sweatshirts",1
QC,pt,hello kitty natal,"mother & kids,children's clothing,t-shirts",1
QC,fr,chaussure pour enfants fille,"mother & kids,children's shoes,kids cotton-padded shoes",1
QC,en,sandows 8mm,"home & garden,arts,crafts & sewing,diy apparel sewing supplies,elastic bands",0
QC,pt,colar acrílico,"jewelry & accessories,fashion jewelry,chain",0
QC,de,Powerpuff Girls,"jewelry & accessories,fashion jewelry,necklace",1
QC,ko,aula f99 키보드,"furniture,office furniture,office furniture sets",0
QC,it,borsa sony angel,"toys & hobbies,trendy blind box toys,blind box",0
QC,ko,카본 더블핸들,"sports & entertainment,cycling,bicycle parts,bicycle handlebar",0
QC,it,t-shirt DSQ,"sports shoes,clothing&accessories,sportswear & accessories,golf,golf trainning t shirts",1
QC,pl,klocki Star Wars,"toys & hobbies,building & construction toys,blocks",1
QC,es,eyaculador uretral,"beauty & health,sex products,sm products,medical themed toys",0
QC,ko,아기반바지,"mother & kids,children's clothing,board shorts",1
QC,pt,oculos anti luz azul,"apparel accessories,eyewear & accessories,sunglasses",1
QC,en,xiaomi outdoor camera wifi,"security & protection,video surveillance,surveillance camera,explosion-proof camera",0
QC,es,bebe,"mother & kids,baby clothing,bodysuits & one-pieces,rompers",1
QC,en,window blinds,"home & garden,home textile,curtain/shades/screen,blinds & shades",1
QC,en,traft official zara,"women's clothing,shirts & blouses,women blouse",1
QC,ar,كفاس,"women's clothing,dresses",0
QC,pt,magsafe bateria,"consumer electronics,accessories & parts,batteries,storage batteries",1
QC,ja,ex30 volvo マット,"automobiles, parts & accessories,interior accessories,car mat accessories,door groove mat",1
QC,ar,لويس بولسن,"lights & lighting,indoor lighting,pendant lights",1
QC,ko,자외선 차단 장갑,"sports & entertainment,camping & hiking,camping & hiking apparel & accessories,hiking gloves",1
QC,ja,ttartisan,"consumer electronics,portable audio & video,microphones",0
QC,pl,Jan-18,"toys & hobbies,remote control toys,rc cars",1
QC,ja,サウンドバー,"consumer electronics,portable audio & video,speakers",1
QC,ja,旧車,"automobiles, parts & accessories,interior accessories,protective cover,gear shift collars",1
QC,pl,metalowa dekoracja ścienna,"home & garden,home decor,decoration crafts,wind chimes & hanging decorations",1
QC,en,voge 900 dsx protector,"motorcycle equipments & parts,motorcycle accessories,luggage,bags & luggage",0
QC,fr,short hommes été,"sports & entertainment,cycling,cycling equipment,cycling bib shorts",1
QC,en,led lights with motion sensor,"lights & lighting,indoor lighting,ceiling lights",1
QC,es,decoracion hogar elegante,"home & garden,home decor,clocks,desk & table clocks",1
QC,de,trägerloser Strap-on,"beauty & health,sex products,sex toys,vibrators",1
QC,pl,biżuteria Tiffany,"jewelry & accessories,fine jewelry,jewelry sets",1
QC,pl,Gojo Satorou,"luggage & bags,special purpose bags,lunch bags",1
QC,ar,سوار كارتييه نسائي,"jewelry & accessories,fashion jewelry,bracelets",1
QC,es,batman disfraz adulto,"novelty & special use,cosplay accessories,zentai",1
QC,es,correa movil colgante,"phones & telecommunications accessories,mobile phone accessories,mobile phone straps",1
QC,ja,ステッカー　ドット　光,"toys & hobbies,classic toys,sticker",1
QC,pt,calca masculina academia,"men's clothing,pants,sweatpants",0
QC,es,waxed paper,"home & garden,arts,crafts & sewing,scrapbooking & stamping,craft paper",1
QC,es,vajilla ceramica completa,"home & garden,kitchen,dining & bar,tableware,dessert spoons& sugar spoons",1
QC,ko,명품넥타이,"apparel accessories,new scarf &wrap,scarf",0
QC,pt,kit carregador de celular,"phones & telecommunications accessories,mobile phone accessories,mobile phone cables",0
QC,fr,agrafeuse murale,"office & school supplies,office binding supplies,stapler",1
QC,pt,porchete para celular,"luggage & bags,women's handbags,crossbody bags",1
QC,pt,vestido de 15 anos,"weddings & events,bespoke occasion dresses,bespoke occasion dresses",1
QC,it,divani soggiorno di lusso mobili europei,"furniture,home furniture,living room furniture,reclining sofas",1
QC,de,Heizlüfter,"home improvement,heating, cooling & vents,floor heating systems & parts",1
QC,pt,bolsas grande feminina 2023,"luggage & bags,women's handbags,tote bags",1
QC,en,kawai clothes,"women's clothing,fur & faux fur",1
QC,ar,كوب حراري سميج,"home & garden,kitchen,dining & bar,drinkware,custom/advertising cup",1
QC,es,ágatas piedras naturales,"home & garden,home decor,decoration crafts,stones",0
QC,ja,フィアットパンダ,"automobiles, parts & accessories,exterior accessories,car stickers",1
QC,ja,ターコイズ,"home & garden,home decor,decoration crafts,stones",1
QC,de,Data Frog,"toys & hobbies,classic toys,sticker",0
QC,es,anillo de luz,"consumer electronics,camera & photo,photo studio,photographic lighting",1
QC,ar,إكسسوارات مرسيدس بنز W204,"automobiles, parts & accessories,interior accessories,interior mouldings",1
QC,de,Herren Luxusuhr,"watches,men's watches,quartz wristwatches",1
QC,es,ropa senderismo mujer,"sports shoes,clothing&accessories,sportswear & accessories,sport quick-drying t-shirt",1
QC,de,v85tt Auspuff,"motorcycle equipments & parts,motorcycle parts,exhausts & exhaust systems,silencers, mufflers & baffles",1
QC,ko,한국인후기많은 가방,"office & school supplies,school supplies,pencil cases & bags,pencil bags",1
QC,fr,bracelet pagani montre,"watches,watches accessories,watchbands",1
QC,es,funda iphone 14 pro cuero,"consumer electronics,smart electronics,wearable devices,smart accessories",0
QC,pt,final de ano,"women's clothing,pants & capris",1
QC,es,ticwatch pro 3 accesorios táctico,"watches,watches accessories,watchbands",0
QC,es,neceser de hombre cuero,"luggage & bags,men's bags,clutches",1
QC,it,Sonic the Fighters,"consumer electronics,games & accessories,game deals",1
QC,de,fag,"shoes,women's shoes,women's vulcanize shoes",0
QC,ar,تذكار إيطالي,"home & garden,home decor,decoration crafts,non-currency coins",1
QC,ar,ضوء أحمر,"lights & lighting,indoor lighting,chandeliers",0
QC,es,soporte abatible techo,"consumer electronics,accessories & parts,tv mounts",1
QC,ar,جيوكس,"shoes,women's shoes,women's sandals（do not post in this category）",1
QC,it,Tsubasa Giappone,"women's clothing,hoodies & sweatshirts",1
QC,it,orologio omegaa,"consumer electronics,games & accessories,game deals",0
QC,de,Delonghi Kaffeemaschine,"home appliances,kitchen appliances,coffee makers",1
QC,pl,smycz łańcuchowa,"jewelry & accessories,fashion jewelry,necklace",0
QC,pl,bateria do e-papierosa,"consumer electronics,games & accessories,batteries",0
QC,pt,jaqueta de moto,"women's clothing,coats & jackets,jackets",1
QC,de,Programmierung,"phones & telecommunications accessories,mobile phone accessories,mobile phone cases & covers",0
QC,ar,تعليقات هاتف واكسسوارات هاتف,"phones & telecommunications accessories,mobile phone accessories,mobile phone straps",1
QC,fr,lumiere hair official store,"hair extensions & wigs,human wigs( for black),front lace wigs",1
QC,pt,roupa country feminino,"sports shoes,clothing&accessories,sportswear & accessories,rugby,rugby jerseys",1
QC,es,alfiletero,"sports & entertainment,entertainment,snooker & billiard,snooker & billiard cues",0
QC,pt,assessorios para golf 7,"automobiles, parts & accessories,car electronics,car intelligent system,car multimedia player",1
QC,es,zapatos mujer piel,"sports shoes,clothing&accessories,sneakers,soccer shoes",1
QC,pl,zegarek replika wysokiej jakości,"watches,men's watches,mechanical wristwatches",1
QC,it,orecchini a moneta da donna,"jewelry & accessories,fine jewelry,earrings,drop earrings",1
QC,de,Familienspiele,"toys & hobbies,hobby & collectibles,games,tile games",1
QC,en,sultanes,"jewelry & accessories,fine jewelry,jewelry sets",0
QC,it,Freefly Movi,"consumer electronics,camera & photo,photo studio,camera cage",0
QC,pt,upgreen,"lights & lighting,portable lighting,flashlights & torches",0
QC,ko,미술학원,"office & school supplies,pens, pencils & writing supplies,markers,paint markers",1
QC,fr,déguisement fleur,"home & garden,festive & party supplies,event & party,party & holiday diy decorations",0
QC,en,oris,"watches,men's watches,quartz wristwatches",1
QC,fr,pull pour chien chihuahua,"home & garden,pet products,dog supplies,dog down & parkas",0
QC,ja,フィットネス 水着,"sports & entertainment,water sports,surfing,surfing & beach shorts",1
QC,de,Luxus-Designer-Damenschuhe 2024 mit Absätzen,"shoes,women's shoes,pumps（do not post in this category）",1
QC,de,Personalisierter Hoodie mit großem DIY Straßenporträt-Druck,"men's clothing,hoodies & sweatshirts",1
QC,it,lettini da spiaggia,"furniture,outdoor furniture,sun loungers",1
QC,it,sneakers Bapesta,"special category,additional pay on your order",0
QC,en,mlp,"home & garden,home decor,plaques，signs &boxes,plaques & signs",1
QC,fr,pot semis,"home & garden,garden supplies,gardening pots, planters & accessories,grow bags",1
QC,pl,lampa na komary,"lights & lighting,outdoor lighting,mosquito killer lamps",1
QC,pl,magnetyczne etui na power bank,"consumer electronics,accessories & parts,batteries,rechargeable batteries",0
QC,de,Original Make-up,"beauty & health,makeup,false eyelashes & tools,eyelash glue",1
QC,pl,naklejki II WŚ,"toys & hobbies,classic toys,sticker",1
QC,pl,zabawka Glimmi dla dziewczynki,"toys & hobbies,dolls & accessories,dolls",0
QC,ar,صندوق شحن,"home & garden,home storage & organization,storage box",1
QC,ar,حقيبة سبيريتد أواي,"luggage & bags,travel bags,travel tote",1
QC,ko,골프웨어2023가을,"sports & entertainment,golf,golf tees",0
QC,ko,멀티탭,"consumer electronics,accessories & parts,electrical socket & plugs adaptors",1
QC,ar,نسخة توس,"jewelry & accessories,fine jewelry,jewelry sets",0
QC,pt,joias feminina em ouro 18k de luxo originais,"jewelry & accessories,fine jewelry,earrings,drop earrings",1
QC,pt,tênis de placa de carbono,"shoes,men's shoes,men's casual shoes,non-leather casual shoes",1
QC,en,alternative clothing,"women's clothing,shirts & blouses,women shirt",1
QC,pt,puxadores para moveis,"home improvement,hardware,furniture hardware,cabinet pulls",1
QC,de,Damenschmuck,"jewelry & accessories,fashion jewelry,beads",1
QC,it,lego anime,"toys & hobbies,building & construction toys,soft plastic blocks",0
QC,pt,tenda barraca blackout,"sports & entertainment,camping & hiking,tents & shelters,tents",1
QC,it,scarpe Off-White,"shoes,women's shoes,women's slippers（do not post in this category）",1
QC,en,cute jewelry,"jewelry & accessories,customized jewelry,luxury jewelry,bangles",1
QC,pl,lilasl suknia galowa,"weddings & events,wedding party dress,bridesmaid dresses",1
QC,fr,mitigeur robinet salle de bain,"home improvement,bathroom fixture,bathroom faucet & accessories,basin faucets",1
QC,fr,petit cadeau noel a offrir,"toys & hobbies,trendy blind box toys,blind box",1
QC,ko,top 아메리카노,"women's clothing,tops & tees,tanks & camis",0
QC,pl,słuchawki Baseus,"consumer electronics,portable audio & video,earphones & headphones",1
QC,ko,뉴본,"mother & kids,baby clothing,outerwear & coats,vests & waistcoats",1
QC,pl,przedłużenie pina AR-15,"home improvement,electrical equipment & supplies,connectors & terminals,connectors",0
QC,ko,채소재배기,"home & garden,garden supplies,gardening pots, planters & accessories,nursery pots",0
QC,it,makoto yuki cosplay,"novelty & special use,cosplay accessories,shoes",1
QC,it,elettroutensili per falegnameria,"industrial & business,woodworking machinery & accessories,saw machinery",1
QC,ko,zeuslap 포터블 모니터,"consumer electronics,camera & photo,photo studio,monitor",0
QC,it,xeon 2697 v3,"electronic components & supplies,active components,integrated circuits",0
QC,ko,커쇼,"tools,hand tools,pliers",0
QC,en,transparent car floor mat,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",1
QC,ja,ペニス サック,"underwear,men's underwears,briefs",0
QC,it,crop top sexy,"women's clothing,plus size clothes,plus size tanks & camis",1
QC,pl,top Loewe,"women's clothing,sweaters&jumpers,pullovers",1
QC,pt,colar marrom,"jewelry & accessories,fashion jewelry,necklace",1
QC,pt,roupa masculina ano novo,"men's clothing,coats & jackets,jackets",1
QC,pt,polos equitação,"sports & entertainment,horse riding,equipment for horse rider,horse riding boots",0
QC,pt,controle 8bitdo ultimate,"consumer electronics,games & accessories,gamepads",1
QC,ko,러그 매트,"sports & entertainment,fitness & body building,yoga equipment,yoga mats",1
QC,fr,1974 decoration de table,"home & garden,home textile,table linen,table cloth",1
QC,ko,선풍기모자,"home & garden,festive & party supplies,event & party,party hats",0
QC,ja,ノベルティグッズ,"apparel accessories,new headwear,hair clip",1
QC,it,occhiali coach da donna,"apparel accessories,eyewear & accessories,prescription glasses",1
QC,ja,スマホストラップ,"jewelry & accessories,fashion jewelry,chain",1
QC,pt,contorno berço bebe,"mother & kids,baby furniture,baby cribs",0
QC,fr,deco retro,"home & garden,home decor,home decoration stickers & posters,3d stickers",1
QC,pt,camisas manga longa feminina,"sports shoes,clothing&accessories,sportswear & accessories,yoga clothing,yoga shirts",1
QC,de,Außenleuchte mit Bewegungssensor,"lights & lighting,outdoor lighting,lawn lamps",1
QC,pt,tecnologia para carros,"automobiles, parts & accessories,car electronics,car radios",1
QC,ja,黒いフィルム,"automobiles, parts & accessories,exterior accessories,car body film",1
QC,fr,belieres attache boucle d'oreille acier inoxydable,"tools,welding equipment & supplies,soldering stations",0
QC,es,alfombra garaje coche,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",0
